case_id,order_id,expected_category,expected_txn_ids,expected_amount,expected_currency,expected_settlement_date,expected_total_settled,expected_difference,split,note
C0801,ORD-000776,partial_settlement,TXN-0000846;TXN-0000847,36217.04,INR,2026-06-08,36217.04,0.0,dev,Order was settled in two parts (TXN-0000846 + TXN-0000847) summing exactly to the order amount.
C0118,ORD-000118,exact_match,TXN-0000118,12688.62,INR,2026-08-06,12688.62,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0681,ORD-000681,missing_record,,35854.57,INR,,0,35854.57,dev,Order recorded but no corresponding settlement received (pending or lost).
C0095,ORD-000095,exact_match,TXN-0000095,13589.13,INR,2026-06-03,13589.13,0.0,dev,"Amount, date, and reference all agree exactly."
C0479,ORD-000479,amount_issue,TXN-0000479,8953.89,INR,2026-06-12,5672.53,3281.36,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-3281.36).
C0511,ORD-000511,amount_issue,TXN-0000511,42095.91,INR,2026-08-19,18483.15,23612.76,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-23612.76).
C0724,ORD-000699,duplicate_record,TXN-0000672,32737.15,INR,2026-07-01,32737.15,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0547,ORD-000547,date_issue,TXN-0000567,32766.97,INR,2026-07-15,32766.97,0.0,validation,"Genuine settlement (TXN-0000567) is dated -2 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0790,ORD-000765,duplicate_record,TXN-0000823;TXN-0000824,35513.03,INR,2026-08-26,35513.02,0.01,dev,Duplicate + partial combo: TXN-0000823 and TXN-0000824 together equal the order amount (genuine two-part settlement); TXN-0000825 duplicates one leg and should be excluded/reversed.
C0268,ORD-000268,exact_match,TXN-0000268,29012.98,INR,2026-08-28,29012.98,0.0,dev,"Amount, date, and reference all agree exactly."
C0692,ORD-000692,missing_record,,19192.27,INR,,0,19192.27,dev,Order recorded but no corresponding settlement received (pending or lost).
C0021,ORD-000021,exact_match,TXN-0000021,30770.13,INR,2026-07-18,30770.13,0.0,dev,"Reference id formatted differently ('ORD000021' vs 'ORD-000021') — requires normalization, but amount/date/identity agree: true match."
C0951,ORD-000926,other_conflicting,TXN-0001228,31126.76,INR,2026-06-21,31126.76,0.0,dev,Order marked 'refunded' in the ledger but the gateway shows it as successfully settled.
C0780,ORD-000755,duplicate_record,TXN-0000793;TXN-0000794,18615.79,INR,2026-08-25,18615.8,-0.01,dev,Duplicate + partial combo: TXN-0000793 and TXN-0000794 together equal the order amount (genuine two-part settlement); TXN-0000795 duplicates one leg and should be excluded/reversed.
C0726,ORD-000701,duplicate_record,TXN-0000676,9610.5,INR,2026-08-13,9610.5,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0657,ORD-000657,missing_record,,26736.03,INR,,0,26736.03,dev,Order recorded but no corresponding settlement received (pending or lost).
C0330,ORD-000330,exact_match,TXN-0000330,34967.31,INR,2026-06-25,34967.31,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0823,ORD-000798,partial_settlement,TXN-0000890;TXN-0000891,18178.93,INR,2026-06-09,18178.93,0.0,dev,Order was settled in two parts (TXN-0000890 + TXN-0000891) summing exactly to the order amount.
C0737,ORD-000712,duplicate_record,TXN-0000698,40878.12,INR,2026-07-13,40878.12,0.0,validation,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0697,,missing_record,TXN-0000642,,,2026-07-21,44107.39,,validation,Settlement received with no matching order in the ledger (orphan credit).
C0773,ORD-000748,duplicate_record,TXN-0000772;TXN-0000773,35745.69,INR,2026-06-07,35745.7,-0.01,dev,Duplicate + partial combo: TXN-0000772 and TXN-0000773 together equal the order amount (genuine two-part settlement); TXN-0000774 duplicates one leg and should be excluded/reversed.
C0654,ORD-000654,missing_record,,30002.22,INR,,0,30002.22,dev,Order recorded but no corresponding settlement received (pending or lost).
C0852,ORD-000827,partial_settlement,TXN-0000948;TXN-0000949,35242.44,INR,2026-06-21,25895.89,9346.55,dev,Partial settlement with an unexplained shortfall: TXN-0000948 + TXN-0000949 total ₹25895.89 against an order of ₹35242.44 (short by ₹9346.55). Ranked partial_settlement ahead of amount_issue per category precedence.
C0391,ORD-000391,amount_issue,TXN-0000391,35116.79,INR,2026-07-22,35109.37,7.42,dev,Gross settlement amount differs from order amount by a small variance (₹7.42).
C0592,ORD-000592,date_issue,TXN-0000612,17013.24,INR,2026-08-18,17013.24,0.0,validation,"Genuine settlement (TXN-0000612) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0808,ORD-000783,partial_settlement,TXN-0000860;TXN-0000861,13862.78,INR,2026-07-17,13862.78,0.0,dev,Order was settled in two parts (TXN-0000860 + TXN-0000861) summing exactly to the order amount.
C0445,ORD-000445,amount_issue,TXN-0000445,14679.27,INR,2026-07-02,14681.91,-2.64,test_holdout,Gross settlement amount differs from order amount by a small variance (₹2.64).
C0864,ORD-000839,partial_settlement,TXN-0000972;TXN-0000973,21748.88,INR,2026-07-31,15307.18,6441.7,dev,Partial settlement with an unexplained shortfall: TXN-0000972 + TXN-0000973 total ₹15307.18 against an order of ₹21748.88 (short by ₹6441.70). Ranked partial_settlement ahead of amount_issue per category precedence.
C0060,ORD-000060,exact_match,TXN-0000060,42376.33,INR,2026-08-04,42376.33,0.0,dev,"Amount, date, and reference all agree exactly."
C0463,ORD-000463,amount_issue,TXN-0000463,28454.89,INR,2026-07-25,14338.34,14116.55,dev,Combo case: gross settlement amount is mismatched (diff ₹-14116.55) AND the reference ('ORD000463') is malformed vs 'ORD-000463' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0580,ORD-000580,date_issue,TXN-0000600,34384.39,INR,2026-08-08,34384.39,0.0,dev,"Genuine settlement (TXN-0000600) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0072,ORD-000072,exact_match,TXN-0000072,34046.58,INR,2026-07-06,34046.58,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0701,,missing_record,TXN-0000646,,,2026-07-16,5279.62,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0595,ORD-000595,date_issue,TXN-0000615,9864.93,INR,2026-08-08,9864.93,0.0,dev,"Genuine settlement (TXN-0000615) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0034,ORD-000034,exact_match,TXN-0000034,31374.43,INR,2026-06-12,31374.43,0.0,dev,"Reference id formatted differently ('ORD000034' vs 'ORD-000034') — requires normalization, but amount/date/identity agree: true match."
C0488,ORD-000488,amount_issue,TXN-0000488,39741.61,INR,2026-08-21,50496.59,-10754.98,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹10754.98).
C0871,ORD-000846,multiple_possible_matches,TXN-0000986,7812.02,INR,2026-07-12,7812.02,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0000986 is correct. Decoys: TXN-0000987,TXN-0000988. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0409,ORD-000409,amount_issue,TXN-0000409,11217.05,INR,2026-07-24,11220.06,-3.01,dev,Gross settlement amount differs from order amount by a small variance (₹3.01).
C0560,ORD-000560,date_issue,TXN-0000580,41837.17,INR,2026-07-13,41837.17,0.0,dev,"Genuine settlement (TXN-0000580) is dated +4 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0786,ORD-000761,duplicate_record,TXN-0000811;TXN-0000812,18088.99,INR,2026-07-14,18089.0,-0.01,dev,Duplicate + partial combo: TXN-0000811 and TXN-0000812 together equal the order amount (genuine two-part settlement); TXN-0000813 duplicates one leg and should be excluded/reversed.
C0831,ORD-000806,partial_settlement,TXN-0000906;TXN-0000907,4089.7,INR,2026-06-13,4089.7,0.0,dev,Order was settled in two parts (TXN-0000906 + TXN-0000907) summing exactly to the order amount.
C0296,ORD-000296,exact_match,TXN-0000296,35800.72,INR,2026-06-19,35800.72,0.0,dev,"Amount, date, and reference all agree exactly."
C0110,ORD-000110,exact_match,TXN-0000110,6762.01,INR,2026-08-16,6762.01,0.0,dev,"Amount, date, and reference all agree exactly."
C0082,ORD-000082,exact_match,TXN-0000082,33028.66,INR,2026-06-05,33028.66,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0051,ORD-000051,exact_match,TXN-0000051,29862.0,INR,2026-07-29,29862.0,0.0,dev,"Amount, date, and reference all agree exactly."
C0908,ORD-000883,multiple_possible_matches,TXN-0001111,2761.76,INR,2026-08-19,2761.76,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001111 is correct. Decoys: TXN-0001112,TXN-0001113. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0891,ORD-000866,multiple_possible_matches,TXN-0001048,6538.69,INR,2026-06-20,6538.69,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001048 is correct. Decoys: TXN-0001049,TXN-0001050. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0894,ORD-000869,multiple_possible_matches,TXN-0001059,731.79,INR,2026-06-04,731.79,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001059 is correct. Decoys: TXN-0001060. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0104,ORD-000104,exact_match,TXN-0000104,23985.26,INR,2026-08-20,23985.26,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0949,ORD-000924,other_conflicting,TXN-0001226,17907.51,INR,2026-08-24,215.75,17691.76,dev,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0038,ORD-000038,exact_match,TXN-0000038,31209.61,INR,2026-06-25,31209.61,0.0,dev,"Reference id formatted differently ('ORD-00038' vs 'ORD-000038') — requires normalization, but amount/date/identity agree: true match."
C0530,ORD-000530,date_issue,TXN-0000539,6172.68,INR,2026-07-31,6172.68,0.0,dev,"Genuine settlement (TXN-0000539) is dated +4 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000540) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-856651') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000539."
C0520,ORD-000520,amount_issue,TXN-0000520,17140.2,INR,2026-06-23,12643.14,4497.06,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-4497.06).
C0432,ORD-000432,amount_issue,TXN-0000432,15333.9,INR,2026-07-18,15340.72,-6.82,validation,Gross settlement amount differs from order amount by a small variance (₹6.82).
C0629,ORD-000629,missing_record,,23563.64,INR,,0,23563.64,validation,Order recorded but no corresponding settlement received (pending or lost).
C0201,ORD-000201,exact_match,TXN-0000201,18529.03,INR,2026-07-05,18529.03,0.0,dev,"Amount, date, and reference all agree exactly."
C0622,ORD-000622,missing_record,,33617.36,INR,,0,33617.36,dev,Order recorded but no corresponding settlement received (pending or lost).
C0873,ORD-000848,multiple_possible_matches,TXN-0000993,2554.18,INR,2026-07-24,2554.18,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0000993 is correct. Decoys: TXN-0000994,TXN-0000995,TXN-0000996. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0846,ORD-000821,partial_settlement,TXN-0000936;TXN-0000937,28905.01,INR,2026-06-29,25601.89,3303.12,validation,Partial settlement with an unexplained shortfall: TXN-0000936 + TXN-0000937 total ₹25601.89 against an order of ₹28905.01 (short by ₹3303.12). Ranked partial_settlement ahead of amount_issue per category precedence.
C0624,ORD-000624,missing_record,,35642.95,INR,,0,35642.95,dev,Order recorded but no corresponding settlement received (pending or lost).
C0576,ORD-000576,date_issue,TXN-0000596,7177.04,INR,2026-07-18,7177.04,0.0,dev,"Genuine settlement (TXN-0000596) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0245,ORD-000245,exact_match,TXN-0000245,42156.1,INR,2026-06-03,42156.1,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0345,ORD-000345,exact_match,TXN-0000345,24998.14,INR,2026-07-03,24998.14,0.0,dev,"Amount, date, and reference all agree exactly."
C0097,ORD-000097,exact_match,TXN-0000097,17619.81,INR,2026-08-17,17619.81,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0115,ORD-000115,exact_match,TXN-0000115,3579.42,INR,2026-07-31,3579.42,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0817,ORD-000792,partial_settlement,TXN-0000878;TXN-0000879,42525.24,INR,2026-06-19,42525.24,0.0,dev,Order was settled in two parts (TXN-0000878 + TXN-0000879) summing exactly to the order amount.
C0996,ORD-000971,other_conflicting,TXN-0001263,22515.39,INR,2026-06-18,-21842.95,44358.34,dev,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0854,ORD-000829,partial_settlement,TXN-0000952;TXN-0000953,42132.03,INR,2026-06-19,27194.26,14937.77,validation,Partial settlement with an unexplained shortfall: TXN-0000952 + TXN-0000953 total ₹27194.26 against an order of ₹42132.03 (short by ₹14937.77). Ranked partial_settlement ahead of amount_issue per category precedence.
C0269,ORD-000269,exact_match,TXN-0000269,38563.93,INR,2026-06-09,38563.93,0.0,dev,"Amount, date, and reference all agree exactly."
C0180,ORD-000180,exact_match,TXN-0000180,3693.82,INR,2026-08-16,3693.82,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0080,ORD-000080,exact_match,TXN-0000080,23969.2,INR,2026-07-10,23969.2,0.0,dev,"Amount, date, and reference all agree exactly."
C0712,,missing_record,TXN-0000657,,,2026-06-09,37466.39,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0011,ORD-000011,exact_match,TXN-0000011,22355.97,INR,2026-08-08,22355.97,0.0,dev,"Reference id formatted differently ('ord-000011' vs 'ORD-000011') — requires normalization, but amount/date/identity agree: true match."
C0879,ORD-000854,multiple_possible_matches,TXN-0001013,4037.61,INR,2026-08-26,4037.61,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001013 is correct. Decoys: TXN-0001014. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0640,ORD-000640,missing_record,,6872.14,INR,,0,6872.14,dev,Order recorded but no corresponding settlement received (pending or lost).
C0138,ORD-000138,exact_match,TXN-0000138,17320.28,INR,2026-07-23,17320.28,0.0,dev,"Amount, date, and reference all agree exactly."
C0779,ORD-000754,duplicate_record,TXN-0000790;TXN-0000791,2121.02,INR,2026-07-11,2121.02,0.0,dev,Duplicate + partial combo: TXN-0000790 and TXN-0000791 together equal the order amount (genuine two-part settlement); TXN-0000792 duplicates one leg and should be excluded/reversed.
